,iter,id,lastf
125,28.0,102,2026-12-16 00:59:02.137932
126,28.0,102,2029-09-27 03:29:53.493956
127,29.0,101,2021-11-02 05:51:11.377829
128,29.0,101,2023-12-24 00:02:02.609615
129,29.0,101,2028-05-10 12:42:08.501815
130,30.0,101,2029-06-19 23:59:26.103458
131,30.0,102,2021-07-29 09:33:11.513076
132,30.0,102,2024-07-08 05:14:01.011611
133,30.0,102,2027-07-23 04:50:23.919826
134,30.0,102,2029-08-01 20:21:30.086019
135,31.0,101,2021-09-11 15:41:19.794365
136,31.0,102,2023-02-09 16:57:32.661756
137,31.0,101,2023-12-19 22:49:51.960797
138,31.0,102,2026-02-16 12:46:55.351819
139,31.0,101,2029-09-04 14:31:55.229457
140,31.0,102,2030-08-21 10:32:16.422508
141,32.0,101,2022-03-12 18:50:02.089487
142,32.0,102,2025-11-05 02:22:20.493662
143,32.0,101,2024-11-14 11:25:44.435390
144,32.0,102,2029-04-20 19:33:08.014832
145,32.0,101,2026-12-11 02:56:40.402019
146,33.0,101,2022-02-20 21:42:48.676947
147,33.0,102,2023-03-10 13:03:49.984205
148,33.0,101,2025-03-05 22:05:58.277847
149,34.0,101,2022-02-07 15:52:45.943130
150,34.0,102,2024-10-02 23:02:14.160516
151,34.0,101,2026-08-28 12:19:59.009720
152,34.0,102,2027-08-30 22:51:08.280963
153,34.0,101,2029-03-31 06:09:00.291892
154,35.0,101,2023-01-12 01:05:49.912194
155,35.0,102,2021-05-05 05:28:01.832956
156,35.0,101,2026-01-30 06:44:04.946546
157,35.0,102,2026-10-06 21:15:21.310901
158,35.0,102,2030-03-02 03:15:25.222763
159,36.0,101,2023-07-27 13:11:19.739682
160,36.0,102,2023-12-04 21:18:33.532561
161,36.0,101,2025-06-25 00:51:01.493291
162,36.0,102,2030-01-19 18:02:24.569649
163,37.0,101,2022-11-16 03:46:00.275996
164,37.0,102,2022-09-01 14:22:35.930877
165,37.0,101,2024-10-25 09:52:07.370671
166,37.0,102,2025-01-05 19:27:15.793101
167,37.0,101,2026-11-26 19:22:57.290486
168,37.0,101,2030-11-08 19:24:46.437847
169,38.0,101,2022-04-07 19:02:14.043756
170,38.0,102,2021-08-10 09:18:00.666904
171,38.0,101,2024-04-12 14:54:52.997764
172,38.0,102,2023-12-29 08:57:37.624873
173,38.0,101,2026-10-30 11:12:43.806826
174,38.0,102,2027-10-19 23:13:37.460583
175,38.0,101,2029-08-18 01:46:13.144837
176,38.0,102,2029-12-01 15:13:38.311914
177,39.0,101,2021-06-04 23:07:33.873942
178,39.0,102,2023-09-17 19:51:30.940114
179,39.0,101,2023-05-04 19:10:27.386965
180,39.0,102,2029-03-05 16:21:27.681908
181,39.0,101,2026-04-30 06:17:24.677342
182,40.0,101,2022-12-21 17:59:07.227888
183,40.0,102,2021-04-21 11:17:53.902784
184,40.0,101,2024-12-28 19:04:50.646945
185,40.0,102,2023-07-27 12:05:50.086428
186,40.0,101,2027-07-08 12:18:36.412261
187,40.0,102,2025-09-05 19:52:53.532291
188,41.0,101,2021-03-29 01:47:17.676169
189,41.0,102,2026-06-25 18:48:07.657163
190,41.0,101,2024-11-09 09:16:05.200894
191,41.0,102,2029-06-15 10:37:18.849774
192,41.0,101,2027-12-05 23:01:08.751300
193,42.0,101,2022-01-29 13:58:56.111971
194,42.0,102,2022-01-29 19:05:16.203757
195,42.0,101,2026-04-03 10:05:28.616767
196,42.0,102,2027-11-23 05:25:57.424530
197,42.0,101,2028-03-30 16:24:34.568921
198,43.0,101,2022-07-15 19:44:36.035881
199,43.0,102,2024-03-27 17:22:11.352748
200,43.0,101,2026-03-30 11:49:40.056159
201,43.0,102,2026-10-09 06:51:04.003435
202,43.0,101,2028-02-28 12:39:00.770695
203,44.0,101,2021-11-14 01:29:26.435537
204,44.0,102,2023-02-11 20:51:37.275564
205,44.0,101,2026-05-09 05:27:43.712655
206,44.0,102,2026-06-30 09:46:45.926028
207,45.0,101,2024-06-26 07:27:25.675093
208,45.0,102,2022-05-03 07:00:09.228140
209,45.0,101,2026-10-07 22:08:41.442504
210,45.0,102,2025-10-20 16:12:03.211820
211,45.0,101,2030-06-19 17:40:58.915761
212,45.0,102,2030-03-10 02:33:21.700829
213,46.0,101,2022-07-17 14:02:50.276767
214,46.0,102,2024-02-29 00:41:59.332254
215,46.0,101,2024-08-20 07:56:21.914227
216,46.0,102,2029-02-28 05:49:21.196572
217,46.0,101,2029-01-19 05:52:43.302101
218,47.0,101,2021-12-25 02:06:07.285835
219,47.0,102,2025-06-29 20:44:45.384873
220,47.0,101,2026-03-07 02:02:56.246268
221,47.0,101,2028-08-26 10:59:39.228518
222,48.0,101,2027-07-04 21:44:16.476166
223,48.0,102,2021-11-05 10:58:37.159218
224,48.0,102,2028-08-02 00:48:03.635208
225,48.0,102,2030-12-29 11:08:20.656960
226,49.0,101,2025-02-02 16:19:54.259995
227,49.0,102,2024-12-14 23:55:30.850617
228,49.0,102,2027-02-05 20:32:25.871370
229,50.0,101,2022-08-27 21:00:49.792594
230,50.0,102,2022-11-09 03:57:42.312890
231,50.0,101,2029-05-16 05:53:51.408169
232,50.0,102,2030-06-19 00:23:33.118448
233,51.0,101,2023-06-14 04:40:20.060309
234,51.0,102,2023-04-26 16:30:50.897868
235,51.0,101,2025-12-03 01:46:59.080182
236,51.0,102,2026-05-17 14:42:02.279001
237,51.0,101,2029-05-10 21:24:08.962505
238,51.0,102,2028-08-15 12:58:13.906970
239,51.0,102,2030-11-28 10:48:32.441975
240,52.0,101,2024-10-27 00:14:05.349648
241,53.0,101,2023-02-24 15:58:01.867792
242,53.0,102,2021-06-24 16:27:22.934782
243,53.0,101,2027-12-29 04:06:14.282964
244,53.0,101,2030-08-30 11:55:38.667514
245,54.0,102,2028-06-19 16:34:22.733039
246,55.0,101,2021-12-19 17:27:45.302424
247,55.0,102,2021-12-28 06:38:17.994716
248,55.0,101,2026-11-03 01:54:01.177578
249,55.0,102,2030-06-30 23:22:43.955588
250,55.0,101,2029-11-13 23:24:01.692608
251,56.0,101,2021-06-28 19:23:47.508863
252,56.0,102,2022-08-13 04:12:22.333257
253,56.0,101,2023-11-26 12:12:27.716938
254,56.0,102,2028-01-24 14:08:52.012318
255,56.0,101,2028-07-13 09:58:01.979972
256,56.0,102,2030-07-20 06:13:18.865284
257,57.0,101,2021-07-06 13:41:29.482937
258,57.0,102,2023-08-31 19:32:57.267459
259,57.0,102,2025-08-17 23:02:04.704731
260,57.0,102,2028-06-16 11:40:46.217058
261,58.0,101,2025-05-13 05:41:01.867725
262,58.0,102,2023-04-10 09:49:26.458811
263,58.0,101,2027-10-18 23:21:04.888943
264,58.0,102,2027-02-25 21:50:16.497384
265,58.0,102,2030-01-11 09:51:59.785565
266,59.0,101,2023-09-18 12:34:37.492637
267,59.0,102,2021-06-24 19:12:45.622572
268,59.0,101,2026-11-24 04:05:02.090177
269,59.0,102,2026-03-06 22:16:26.202327
270,60.0,101,2021-09-20 00:15:12.935248
271,60.0,102,2023-07-20 17:44:40.279479
272,60.0,101,2023-09-14 14:52:55.389661
273,60.0,102,2029-10-01 23:53:48.085773
274,60.0,101,2029-04-11 03:03:14.882380
275,61.0,101,2021-08-09 04:55:13.892238
276,61.0,102,2029-08-31 07:22:25.048921
277,61.0,101,2025-02-27 20:48:18.348757
278,61.0,101,2027-05-31 14:50:28.771905
279,61.0,101,2030-04-08 09:39:29.324681
280,62.0,101,2024-08-31 06:30:29.954633
281,62.0,102,2021-05-10 10:57:20.430746
282,62.0,101,2027-09-11 13:43:12.012841
283,62.0,102,2024-03-08 22:49:51.695218
284,62.0,101,2029-08-14 06:39:23.477424
285,62.0,102,2029-04-04 08:39:37.436934
286,63.0,101,2022-09-16 22:30:30.273571
287,63.0,102,2022-01-03 05:46:53.772427
288,63.0,101,2027-10-20 09:42:05.089886
289,63.0,102,2025-04-13 00:03:17.132262
290,64.0,101,2027-06-04 20:05:40.379556
291,64.0,102,2021-04-05 19:34:27.637631
292,64.0,101,2030-01-14 10:15:29.917712
293,64.0,102,2029-05-17 15:47:25.384962
294,65.0,101,2022-09-23 07:27:05.858124
295,65.0,102,2024-10-05 21:12:46.300848
296,65.0,101,2025-02-26 01:58:53.886104
297,65.0,102,2030-05-06 02:22:41.116169
298,65.0,101,2028-07-22 06:56:50.924034
299,65.0,101,2030-11-10 06:47:01.369473
300,66.0,101,2021-03-30 12:01:24.766940
301,66.0,102,2022-12-04 03:15:30.104251
302,66.0,101,2023-12-29 02:59:55.127555
303,66.0,102,2025-02-24 21:42:17.252848
304,66.0,101,2029-01-23 05:55:19.960150
305,67.0,101,2021-07-16 12:24:23.135820
306,67.0,102,2021-08-06 09:02:00.727079
307,67.0,101,2025-05-28 14:59:35.676387
308,67.0,101,2029-04-25 03:00:16.519480
309,68.0,101,2024-09-20 05:20:37.858043
310,68.0,102,2022-06-12 16:35:11.938448
311,68.0,101,2027-01-06 03:49:06.031141
312,68.0,102,2025-01-10 01:08:34.701498
313,68.0,101,2029-10-27 04:49:51.246744
314,68.0,102,2028-03-30 07:14:27.228075
315,69.0,101,2029-11-30 17:07:35.640352
316,69.0,102,2021-04-26 16:52:35.248935
317,69.0,102,2024-04-12 13:02:07.425659
318,70.0,101,2021-05-25 17:40:54.745302
319,70.0,102,2022-07-11 13:57:00.673100
320,70.0,101,2026-01-04 19:11:26.952089
321,70.0,102,2024-10-12 09:19:16.810896
322,70.0,101,2028-10-19 07:57:08.166343
323,70.0,102,2028-03-07 18:02:19.591721
324,70.0,102,2030-09-21 03:42:32.565476
325,71.0,101,2021-08-20 05:49:13.918387
326,71.0,102,2023-09-15 08:40:43.973267
327,71.0,101,2026-02-14 07:45:10.453188
328,71.0,102,2027-12-24 19:34:12.218101
329,71.0,101,2028-08-27 12:12:27.392016
330,71.0,102,2030-01-13 17:13:35.509664
331,72.0,101,2028-12-21 20:04:27.359722
332,72.0,102,2021-07-23 20:20:30.295914
333,72.0,102,2025-03-22 03:40:01.403212
334,72.0,102,2030-03-02 11:04:04.550514
335,73.0,101,2025-08-18 06:29:37.703780
336,73.0,102,2021-08-20 20:31:33.782975
337,73.0,101,2030-12-26 22:50:38.915518
338,73.0,102,2024-04-08 22:58:33.784283
339,74.0,101,2023-05-16 03:21:46.603399
340,74.0,102,2023-08-19 01:13:46.354521
341,74.0,101,2026-04-12 22:53:57.162596
342,74.0,102,2027-08-18 16:12:10.765374
343,75.0,102,2021-05-11 05:21:57.987941
344,75.0,102,2028-09-21 05:33:41.118235
345,76.0,101,2022-08-22 10:20:04.516463
346,76.0,102,2021-12-03 03:52:57.049333
347,76.0,101,2029-12-07 07:10:05.274038
348,76.0,102,2025-01-13 17:00:13.198792
349,76.0,102,2026-12-21 04:32:08.579258
350,77.0,101,2027-11-18 16:31:18.850777
351,77.0,102,2021-08-30 05:37:38.131788
352,77.0,102,2024-04-22 00:55:25.401440
353,77.0,102,2027-08-02 16:49:55.545920
354,78.0,101,2022-01-28 08:18:57.252821
355,78.0,102,2025-06-09 18:34:02.940234
356,78.0,101,2025-07-14 09:32:23.055428
357,78.0,102,2030-10-06 07:16:10.867848
358,79.0,101,2021-04-15 07:29:01.833175
359,79.0,102,2021-08-29 12:23:08.951411
360,79.0,101,2024-06-03 08:38:04.118180
361,79.0,102,2025-11-09 23:48:36.390865
362,79.0,101,2027-01-25 00:23:59.765554
363,79.0,101,2029-10-03 15:17:19.434777
364,80.0,101,2021-12-03 09:37:57.005631
365,80.0,102,2025-05-19 12:39:27.544131
366,80.0,101,2024-09-03 15:35:51.983745
367,80.0,101,2028-10-15 17:27:30.734021
368,81.0,101,2027-11-28 16:22:38.584785
369,81.0,102,2021-09-28 14:59:59.984326
370,82.0,101,2030-10-29 04:43:37.311516
371,82.0,102,2026-01-21 04:17:23.687748
372,83.0,101,2024-07-31 00:05:34.635214
373,83.0,102,2027-10-22 22:07:01.615426
374,84.0,101,2021-10-24 01:07:44.558222
375,84.0,102,2023-01-13 11:13:52.776306
376,84.0,101,2024-11-20 05:52:21.062264
377,84.0,102,2029-01-02 03:10:32.164342
378,84.0,101,2030-11-13 20:53:53.653506
379,85.0,101,2024-05-06 21:33:22.267227
380,85.0,102,2026-04-21 05:41:11.305604
381,85.0,102,2029-07-29 09:43:22.620895
382,86.0,101,2021-09-17 19:00:35.850157
383,86.0,102,2021-06-28 00:08:19.399888
384,86.0,101,2024-01-24 09:37:05.735156
385,86.0,102,2024-10-18 10:35:52.239754
386,86.0,101,2029-01-16 17:52:46.061714
387,86.0,102,2027-08-26 07:09:16.698473
388,86.0,102,2030-07-15 21:23:46.136763
389,87.0,101,2021-06-23 04:19:05.988440
390,87.0,102,2021-05-28 16:44:37.316637
391,87.0,101,2023-05-22 00:46:12.195904
392,87.0,102,2025-02-23 08:18:08.202415
393,87.0,101,2028-04-04 11:28:34.004945
394,87.0,102,2028-05-17 19:14:43.846191
395,87.0,102,2030-12-04 02:20:43.791076
396,88.0,101,2021-10-15 13:50:41.847284
397,88.0,102,2024-10-25 13:21:16.666574
398,88.0,101,2023-09-14 00:55:24.793077
399,88.0,102,2028-10-12 20:06:08.695438
400,88.0,101,2030-08-25 06:22:49.654055
401,89.0,101,2022-01-26 09:08:46.634193
402,89.0,102,2023-12-09 08:37:10.146075
403,89.0,101,2025-12-22 17:48:01.706551
404,89.0,102,2026-02-01 09:10:47.168821
405,89.0,101,2028-04-10 02:11:29.933481
406,90.0,101,2022-06-04 11:04:02.623888
407,90.0,102,2023-05-01 02:01:43.055734
408,90.0,101,2024-08-19 07:08:07.883116
409,90.0,101,2027-02-28 07:58:51.574299
410,91.0,101,2024-07-07 21:46:19.460996
411,91.0,102,2022-06-11 12:58:47.907104
412,91.0,101,2026-09-02 21:52:35.003418
413,91.0,101,2029-05-19 13:56:58.394142
414,92.0,101,2030-09-08 17:47:43.341446
415,92.0,102,2022-03-14 18:49:01.514381
416,92.0,102,2025-04-21 00:00:47.628028
417,92.0,102,2029-10-17 16:57:06.441629
418,93.0,101,2024-01-19 18:42:04.019627
419,93.0,102,2024-09-15 10:13:53.150754
420,93.0,101,2026-10-17 06:40:50.817612
421,93.0,102,2028-07-08 20:18:12.116378
422,94.0,101,2021-07-28 05:10:42.369489
423,94.0,102,2023-07-05 17:01:16.599453
424,94.0,101,2025-06-16 22:00:13.259275
425,94.0,102,2028-08-11 02:03:35.326285
426,94.0,101,2030-10-21 01:10:01.520513
427,95.0,101,2021-10-03 01:24:13.413221
428,95.0,102,2021-04-29 08:46:28.319504
429,95.0,101,2024-08-09 10:53:21.679309
430,95.0,102,2028-10-16 06:55:08.746784
431,95.0,101,2026-10-21 21:18:50.895158
432,96.0,101,2024-12-31 06:39:18.183565
433,96.0,102,2030-09-30 19:52:39.711788
434,96.0,101,2027-05-31 21:11:17.799804
435,96.0,101,2030-05-01 11:46:27.010357
436,97.0,101,2021-05-18 09:32:30.311888
437,97.0,102,2022-04-23 00:33:22.702978
438,97.0,102,2025-03-03 14:50:09.771155
439,97.0,102,2027-09-28 19:00:16.781220
440,98.0,101,2022-10-19 20:30:24.508511
441,98.0,102,2021-10-07 23:31:10.443765
442,98.0,101,2028-06-19 01:39:16.158982
443,98.0,102,2023-09-25 17:20:22.860644
444,99.0,102,2023-01-31 02:38:30.238292
445,99.0,102,2030-05-09 05:02:21.723912
446,100.0,101,2026-05-26 01:02:38.614352
447,100.0,102,2025-02-27 12:08:29.468762
448,100.0,101,2028-04-20 22:39:54.696634
449,100.0,102,2030-08-12 01:09:48.289067
450,101.0,101,2021-08-10 04:32:11.834582
451,101.0,102,2023-08-27 03:54:27.364988
452,101.0,101,2024-07-21 22:53:27.373771
453,101.0,102,2027-02-25 01:36:02.250947
454,101.0,101,2029-06-01 12:37:48.989922
455,102.0,101,2022-08-08 07:56:13.227173
456,102.0,102,2021-09-22 05:29:36.026897
457,103.0,101,2024-06-10 18:18:04.197405
458,103.0,102,2021-12-08 17:54:02.584509
459,103.0,101,2027-01-20 12:01:04.650428
460,103.0,102,2024-04-08 14:38:54.017070
461,103.0,102,2030-05-02 08:27:53.318629
462,104.0,101,2030-04-14 05:01:04.662233
463,104.0,102,2021-09-24 15:57:45.814254
464,104.0,102,2024-01-23 06:36:44.028519
465,104.0,102,2027-03-19 09:49:18.242291
466,104.0,102,2029-05-09 01:43:36.109316
467,105.0,101,2023-05-22 03:29:21.473768
468,105.0,102,2022-03-27 16:12:05.153811
469,105.0,101,2028-06-08 12:06:45.167713
470,105.0,102,2025-06-13 12:56:58.447410
471,105.0,102,2028-01-22 22:28:14.257001
472,106.0,101,2021-08-18 06:07:22.586967
473,106.0,102,2024-03-21 01:03:29.991650
474,106.0,101,2024-05-05 03:16:04.080047
475,106.0,102,2029-06-07 22:17:19.849905
476,106.0,101,2026-05-30 05:55:16.724887
477,106.0,101,2028-10-07 17:04:58.577600
478,107.0,101,2021-05-05 20:05:38.383040
479,107.0,101,2029-01-11 12:48:32.444869
480,108.0,101,2024-01-13 18:55:18.415472
481,108.0,102,2021-07-26 14:43:53.266841
482,108.0,101,2027-04-30 14:37:24.940003
483,108.0,102,2024-12-29 13:21:01.413068
484,108.0,102,2027-02-09 02:42:33.286962
485,108.0,102,2029-02-10 22:30:47.280881
486,109.0,101,2022-02-02 19:22:22.330192
487,109.0,102,2023-03-22 06:07:23.110027
488,109.0,101,2025-03-19 07:03:26.989892
489,109.0,102,2025-05-12 17:34:52.252251
490,109.0,102,2029-05-22 16:39:22.987685
491,110.0,101,2022-01-26 22:05:38.290662
492,110.0,102,2023-08-31 13:12:00.262003
493,110.0,101,2025-10-15 05:32:29.966565
494,110.0,102,2027-08-15 04:00:11.521038
495,110.0,101,2030-05-03 17:27:16.161118
496,111.0,101,2021-07-02 15:53:21.574588
497,111.0,102,2024-06-18 23:20:26.939176
498,111.0,101,2023-11-21 17:33:35.684210
499,111.0,102,2028-05-27 00:20:28.844257
500,111.0,101,2030-07-19 20:26:52.786158
501,112.0,101,2021-07-26 19:41:11.825192
502,112.0,102,2023-06-08 07:09:03.397903
503,112.0,101,2023-08-23 13:15:11.570559
504,112.0,102,2026-07-10 00:17:31.470080
505,112.0,101,2026-11-13 15:08:37.194854
506,112.0,101,2030-01-12 12:10:47.789253
507,113.0,101,2021-10-17 10:08:55.357685
508,113.0,102,2025-02-23 12:02:53.976858
509,113.0,101,2027-04-06 22:42:33.895123
510,113.0,102,2027-03-03 06:17:36.993722
511,113.0,102,2030-07-06 02:55:21.113185
512,114.0,101,2021-11-25 20:13:32.650179
513,114.0,102,2022-01-19 08:16:50.492695
514,114.0,101,2023-12-28 08:45:10.866170
515,114.0,102,2024-07-27 07:29:21.584869
516,114.0,101,2027-12-07 18:58:14.751257
517,114.0,102,2028-10-13 05:35:38.756553
518,114.0,101,2030-02-23 01:47:56.459699
519,115.0,101,2023-08-19 13:29:05.860774
520,115.0,102,2028-08-16 20:37:35.759464
521,115.0,101,2028-07-07 14:11:34.081444
522,116.0,101,2025-09-24 12:01:15.215392
523,116.0,102,2023-10-15 01:27:42.864700
524,116.0,101,2030-01-10 12:02:08.497143
525,116.0,102,2027-11-16 01:20:22.733850
526,117.0,101,2023-09-03 22:06:56.930325
527,117.0,102,2027-01-15 16:22:27.870373
528,117.0,102,2030-02-24 08:33:29.444087
529,118.0,101,2028-01-07 21:43:51.925359
530,118.0,102,2022-11-07 16:29:24.947224
531,118.0,101,2030-07-28 08:05:36.399435
532,118.0,102,2025-04-28 13:08:21.197954
533,118.0,102,2030-05-19 21:03:35.002673
534,119.0,101,2022-11-08 18:58:58.220617
535,119.0,102,2025-07-25 13:47:33.812111
536,120.0,101,2023-06-07 22:01:46.781192
537,120.0,102,2022-12-29 01:19:23.138423
538,120.0,101,2029-01-11 12:02:29.567430
539,120.0,102,2024-11-30 22:31:24.738612
540,121.0,101,2026-04-27 00:19:29.785906
541,121.0,102,2021-07-19 07:13:13.668630
542,121.0,102,2024-09-04 23:59:57.480682
543,121.0,102,2027-10-25 07:19:09.177861
544,121.0,102,2029-10-06 08:54:57.028945
545,122.0,101,2021-07-19 01:04:16.090593
546,122.0,102,2023-04-08 23:58:00.050376
547,122.0,101,2029-06-04 14:22:53.604776
548,123.0,101,2022-02-03 18:48:29.304634
549,123.0,102,2024-10-21 20:07:34.797312
550,123.0,101,2024-01-25 11:24:32.454009
551,123.0,102,2030-12-13 20:05:44.281742
552,123.0,101,2027-04-28 11:28:08.916923
553,124.0,101,2022-02-03 16:21:26.761778
554,124.0,102,2023-11-04 23:12:38.817828
555,124.0,101,2024-10-08 20:28:26.175988
556,124.0,102,2028-08-08 14:18:30.628709
557,124.0,101,2027-06-01 11:07:56.072439
558,125.0,101,2024-12-15 19:57:04.377631
559,125.0,102,2021-09-15 05:04:58.089759
560,125.0,102,2024-07-16 09:42:54.469339
561,125.0,102,2030-09-23 10:14:54.077514
562,126.0,101,2021-08-07 18:27:45.524979
563,126.0,102,2022-01-11 06:11:55.671326
564,126.0,101,2025-05-25 07:39:57.414440
565,126.0,102,2024-02-29 11:02:14.888851
566,126.0,101,2029-11-07 23:14:20.902193
567,126.0,102,2027-03-19 12:11:38.480994
568,127.0,101,2022-06-21 10:47:28.057346
569,127.0,102,2021-11-16 01:24:41.083857
570,127.0,101,2030-10-09 03:24:32.839579
571,127.0,102,2024-12-21 14:58:24.767903
572,127.0,102,2028-08-21 19:27:23.068530
573,128.0,101,2021-09-11 19:09:17.840013
574,128.0,102,2023-04-15 13:47:57.573030
575,128.0,101,2025-10-19 12:01:17.482636
576,128.0,102,2026-01-15 03:59:41.361907
577,128.0,101,2029-05-22 11:27:22.507953
578,128.0,102,2029-08-07 07:02:46.915598
579,129.0,101,2028-09-13 23:00:45.256661
580,129.0,102,2021-08-15 01:54:08.097567
581,129.0,102,2023-11-28 18:05:37.943408
